id_pedido,id_cliente,data_pedido,forma_pagamento,status
1272,498,2025-07-10,Pix,Cancelado
1273,65,2025-10-03,Boleto,Cancelado
1274,120,2025-01-09,Pix,Entregue
1275,253,2025-01-16,Pix,Cancelado
1276,160,2026-03-07,Cartão,Cancelado
1277,357,2026-04-20,Pix,Cancelado
1278,432,2025-03-24,Pix,Entregue
1279,398,2025-09-30,Cartão,Entregue
1280,93,2026-04-27,Pix,Cancelado
1281,425,2026-01-26,Pix,Entregue
1282,198,2025-09-12,Cartão,Entregue
1283,102,2025-02-04,Cartão,Em Transporte
1284,267,2025-04-07,Boleto,Entregue
1285,200,2026-04-30,Boleto,Cancelado
1286,82,2025-11-27,Boleto,Em Transporte
1287,382,2025-02-13,Boleto,Em Transporte
1288,130,2025-05-06,Cartão,Em Transporte
1289,102,2025-11-02,Cartão,Entregue
1290,499,2025-08-12,Pix,Entregue
1291,167,2026-03-21,Pix,Entregue
1292,300,2025-10-10,Pix,Cancelado
1293,5,2025-09-06,Pix,Em Transporte
1294,353,2026-05-02,Boleto,Entregue
1295,395,2026-01-16,Pix,Entregue
1296,256,2025-06-11,Pix,Em Transporte
1297,477,2025-12-13,Boleto,Entregue
1298,183,2025-03-03,Boleto,Entregue
1299,65,2025-04-20,Cartão,Entregue
1300,286,2025-11-21,Boleto,Cancelado
1301,376,2026-03-26,Pix,Entregue
1302,184,2026-01-22,Boleto,Entregue
1303,461,2025-09-14,Pix,Cancelado
1304,287,2026-03-25,Cartão,Em Transporte
1305,98,2026-05-17,Boleto,Entregue
1306,166,2025-12-23,Boleto,Cancelado
1307,445,2025-10-09,Boleto,Em Transporte
1308,36,2025-06-14,Boleto,Entregue
1309,152,2026-04-06,Cartão,Em Transporte
1310,233,2026-01-11,Pix,Em Transporte
1311,195,2026-06-03,Boleto,Entregue
1312,318,2025-01-20,Cartão,Em Transporte
1313,165,2025-09-02,Boleto,Entregue
1314,98,2026-02-01,Boleto,Em Transporte
1315,393,2026-05-25,Boleto,Entregue
1316,166,2025-10-17,Cartão,Em Transporte
1317,57,2025-11-26,Pix,Em Transporte
1318,23,2025-03-10,Pix,Entregue
1319,104,2025-02-02,Pix,Cancelado
1320,51,2025-07-16,Pix,Em Transporte
1321,337,2026-02-02,Cartão,Em Transporte
1322,26,2025-09-20,Cartão,Entregue
1323,7,2025-03-14,Pix,Em Transporte
1324,476,2026-05-19,Pix,Cancelado
1325,185,2025-03-04,Boleto,Em Transporte
1326,421,2026-03-02,Cartão,Em Transporte
1327,422,2025-03-01,Boleto,Cancelado
1328,376,2025-02-11,Pix,Cancelado
1329,484,2025-03-21,Pix,Em Transporte
1330,52,2025-04-10,Boleto,Entregue
1331,98,2026-01-30,Pix,Em Transporte
1332,292,2025-09-12,Boleto,Entregue
1333,383,2026-03-02,Pix,Em Transporte
1334,346,2026-01-02,Cartão,Em Transporte
1335,453,2026-03-14,Pix,Entregue
1336,282,2025-07-04,Cartão,Em Transporte
1337,337,2025-12-12,Pix,Em Transporte
1338,478,2026-03-30,Cartão,Cancelado
1339,433,2025-11-29,Cartão,Cancelado
1340,423,2026-03-17,Boleto,Cancelado
1341,289,2025-09-04,Boleto,Entregue
1342,393,2026-01-20,Boleto,Em Transporte
1343,185,2025-09-18,Cartão,Cancelado
1344,1,2026-02-11,Boleto,Entregue
1345,306,2025-10-19,Pix,Em Transporte
1346,456,2025-05-19,Cartão,Entregue
1347,114,2025-11-04,Pix,Cancelado
1348,396,2025-01-23,Boleto,Cancelado
1349,285,2026-06-08,Boleto,Em Transporte
1350,49,2025-06-08,Pix,Cancelado
1351,80,2025-12-31,Pix,Cancelado
1352,456,2026-01-11,Boleto,Entregue
1353,132,2025-08-27,Cartão,Entregue
1354,292,2026-02-14,Pix,Em Transporte
1355,371,2025-03-21,Cartão,Cancelado
1356,250,2025-06-27,Boleto,Em Transporte
1357,305,2025-04-08,Boleto,Cancelado
1358,375,2025-02-08,Boleto,Cancelado
1359,400,2025-03-22,Pix,Cancelado
1360,451,2025-12-23,Cartão,Cancelado
1361,446,2025-05-04,Pix,Em Transporte
1362,325,2025-01-12,Boleto,Cancelado
1363,157,2025-02-25,Boleto,Entregue
1364,277,2025-11-23,Boleto,Entregue
1365,258,2025-12-01,Boleto,Entregue
1366,26,2025-06-06,Boleto,Em Transporte
1367,498,2026-02-07,Cartão,Em Transporte
1368,47,2026-06-01,Pix,Cancelado
1369,403,2025-10-24,Cartão,Entregue
1370,173,2025-05-16,Pix,Cancelado
1371,281,2025-02-20,Cartão,Cancelado
1372,205,2025-03-29,Boleto,Cancelado
1373,391,2025-05-14,Pix,Cancelado
1374,250,2025-07-22,Cartão,Em Transporte
1375,288,2025-07-20,Boleto,Em Transporte
1376,127,2026-06-21,Pix,Entregue
1377,398,2025-09-30,Cartão,Cancelado
1378,58,2025-04-02,Boleto,Cancelado
1379,188,2026-03-10,Cartão,Entregue
1380,177,2025-11-25,Boleto,Em Transporte
1381,395,2025-01-25,Cartão,Entregue
1382,316,2025-12-25,Cartão,Em Transporte
1383,226,2025-05-30,Pix,Entregue
1384,351,2025-07-24,Cartão,Entregue
1385,58,2025-03-29,Boleto,Entregue
1386,486,2025-09-06,Boleto,Entregue
1387,8,2025-10-22,Cartão,Em Transporte
1388,157,2025-04-24,Cartão,Cancelado
1389,170,2025-01-24,Pix,Em Transporte
1390,105,2025-08-05,Boleto,Em Transporte
1391,281,2025-09-22,Cartão,Em Transporte
1392,356,2025-05-25,Boleto,Em Transporte
1393,193,2025-01-19,Boleto,Em Transporte
1394,23,2026-06-24,Cartão,Entregue
1395,146,2025-03-03,Pix,Em Transporte
1396,28,2025-10-05,Cartão,Em Transporte
1397,35,2025-01-09,Cartão,Em Transporte
1398,340,2025-10-05,Boleto,Cancelado
1399,10,2025-04-21,Cartão,Em Transporte
1400,119,2026-01-31,Cartão,Em Transporte
1401,463,2025-04-12,Cartão,Cancelado
1402,96,2025-04-01,Pix,Em Transporte
1403,288,2026-04-14,Boleto,Entregue
1404,127,2025-02-10,Boleto,Cancelado
1405,251,2025-12-08,Cartão,Em Transporte
1406,10,2025-06-10,Cartão,Em Transporte
1407,182,2025-12-27,Boleto,Cancelado
1408,257,2025-08-30,Cartão,Entregue
1409,450,2025-09-21,Cartão,Entregue
1410,116,2025-10-14,Pix,Cancelado
1411,337,2026-02-07,Pix,Entregue
1412,267,2026-01-27,Boleto,Em Transporte
1413,214,2025-08-21,Pix,Em Transporte
1414,219,2025-06-06,Cartão,Em Transporte
1415,230,2025-12-04,Boleto,Entregue
1416,335,2025-07-31,Pix,Em Transporte
1417,442,2025-07-27,Pix,Cancelado
1418,466,2026-06-21,Pix,Cancelado
1419,336,2025-05-29,Boleto,Entregue
1420,35,2025-11-22,Boleto,Em Transporte
1421,95,2025-05-02,Cartão,Entregue
1422,392,2025-01-31,Cartão,Cancelado
1423,156,2026-02-26,Cartão,Em Transporte
1424,78,2025-10-08,Pix,Entregue
1425,95,2025-05-15,Pix,Em Transporte
1426,311,2025-10-01,Boleto,Em Transporte
1427,306,2025-08-25,Pix,Entregue
1428,184,2025-01-27,Pix,Em Transporte
1429,69,2026-05-04,Boleto,Em Transporte
1430,365,2026-04-26,Boleto,Cancelado
1431,437,2025-07-08,Cartão,Cancelado
1432,71,2026-05-01,Pix,Entregue
1433,17,2025-08-20,Cartão,Entregue
1434,487,2025-10-04,Cartão,Entregue
1435,388,2025-07-27,Pix,Entregue
1436,475,2025-07-01,Cartão,Em Transporte
1437,353,2026-05-17,Cartão,Cancelado
1438,219,2025-09-10,Cartão,Entregue
1439,369,2026-01-25,Cartão,Cancelado
1440,329,2026-06-22,Boleto,Entregue
1441,56,2026-06-18,Cartão,Cancelado
1442,450,2025-02-13,Pix,Em Transporte
1443,377,2026-02-10,Pix,Em Transporte
1444,265,2026-02-01,Boleto,Entregue
1445,150,2025-07-14,Cartão,Cancelado
1446,397,2025-11-08,Cartão,Cancelado
1447,217,2025-06-20,Cartão,Em Transporte
1448,354,2025-02-25,Boleto,Entregue
1449,425,2026-04-20,Boleto,Cancelado
1450,370,2025-04-03,Boleto,Entregue
1451,399,2025-07-04,Boleto,Em Transporte
1452,202,2025-05-19,Cartão,Cancelado
1453,13,2026-04-07,Pix,Cancelado
1454,452,2025-07-26,Cartão,Entregue
1455,166,2025-09-14,Boleto,Em Transporte
1456,368,2025-06-17,Boleto,Entregue
1457,59,2025-04-04,Boleto,Cancelado
1458,44,2026-01-07,Boleto,Em Transporte
1459,373,2026-01-29,Boleto,Em Transporte
1460,194,2025-06-13,Boleto,Cancelado
1461,394,2025-02-14,Pix,Cancelado
1462,84,2025-06-03,Pix,Entregue
1463,215,2025-02-22,Cartão,Cancelado
1464,148,2026-04-02,Boleto,Entregue
1465,461,2025-05-01,Pix,Entregue
1466,319,2025-01-04,Cartão,Entregue
1467,255,2026-04-15,Cartão,Em Transporte
1468,312,2025-01-06,Cartão,Entregue
1469,302,2025-08-11,Boleto,Cancelado
1470,210,2026-04-10,Cartão,Entregue
1471,126,2025-01-07,Boleto,Cancelado
1472,26,2025-08-01,Pix,Entregue
1473,335,2025-02-26,Cartão,Entregue
1474,438,2025-05-29,Pix,Em Transporte
1475,170,2025-11-02,Pix,Entregue
1476,214,2025-04-22,Pix,Entregue
1477,313,2025-10-19,Boleto,Em Transporte
1478,495,2025-07-01,Cartão,Em Transporte
1479,477,2026-01-04,Pix,Entregue
1480,166,2025-11-03,Cartão,Cancelado
1481,389,2025-03-11,Cartão,Em Transporte
1482,150,2025-03-08,Cartão,Entregue
1483,356,2025-05-05,Cartão,Cancelado
1484,212,2026-06-24,Boleto,Entregue
1485,314,2025-08-03,Pix,Entregue
1486,248,2025-03-31,Boleto,Em Transporte
1487,219,2025-10-22,Boleto,Cancelado
1488,270,2025-09-23,Boleto,Em Transporte
1489,475,2025-12-29,Pix,Em Transporte
1490,267,2026-05-24,Boleto,Em Transporte
1491,253,2026-05-25,Pix,Em Transporte
1492,363,2025-08-27,Cartão,Entregue
1493,61,2025-01-02,Pix,Cancelado
1494,378,2025-05-01,Pix,Em Transporte
1495,212,2026-03-01,Pix,Cancelado
1496,287,2025-12-25,Boleto,Entregue
1497,328,2025-01-12,Pix,Em Transporte
1498,131,2025-10-16,Pix,Cancelado
1499,260,2025-11-04,Boleto,Cancelado
1500,59,2025-01-07,Boleto,Cancelado
1501,203,2025-12-16,Boleto,Em Transporte
1502,427,2025-01-30,Pix,Entregue
1503,427,2025-12-05,Cartão,Em Transporte
1504,470,2026-05-06,Cartão,Entregue
1505,247,2025-05-20,Pix,Em Transporte
1506,457,2026-04-17,Boleto,Cancelado
1507,402,2026-04-19,Cartão,Em Transporte
1508,428,2025-02-27,Boleto,Cancelado
1509,285,2025-11-20,Boleto,Entregue
1510,296,2025-08-02,Boleto,Cancelado
1511,34,2025-12-29,Pix,Cancelado
1512,174,2025-02-01,Cartão,Em Transporte
1513,293,2025-06-19,Boleto,Cancelado
1514,305,2025-07-11,Pix,Cancelado
1515,364,2025-11-19,Pix,Cancelado
1516,45,2026-02-28,Cartão,Entregue
1517,232,2026-01-16,Cartão,Entregue
1518,155,2026-06-22,Pix,Entregue
1519,402,2026-01-19,Pix,Entregue
1520,228,2025-04-05,Boleto,Entregue
1521,464,2026-05-10,Boleto,Entregue
1522,175,2025-07-14,Cartão,Em Transporte
1523,159,2026-06-21,Cartão,Entregue
1524,421,2025-04-11,Boleto,Em Transporte
1525,106,2025-05-16,Boleto,Entregue
1526,199,2026-04-16,Boleto,Em Transporte
1527,3,2025-04-29,Cartão,Entregue
1528,171,2025-03-31,Cartão,Entregue
1529,267,2025-04-16,Boleto,Em Transporte
1530,12,2025-11-16,Boleto,Cancelado
1531,165,2025-08-03,Pix,Entregue
1532,142,2025-10-21,Boleto,Cancelado
1533,344,2026-03-28,Pix,Cancelado
1534,81,2025-06-02,Cartão,Entregue
1535,491,2025-01-16,Boleto,Em Transporte
1536,53,2026-06-11,Pix,Em Transporte
1537,282,2025-12-25,Cartão,Cancelado
1538,483,2025-05-25,Boleto,Cancelado
1539,88,2025-09-08,Pix,Cancelado
1540,277,2025-12-13,Cartão,Entregue
1541,15,2025-05-14,Cartão,Em Transporte
1542,55,2025-02-21,Cartão,Entregue
1543,219,2025-03-30,Cartão,Entregue
1544,316,2026-04-02,Cartão,Cancelado
1545,419,2025-12-07,Pix,Em Transporte
1546,499,2025-03-22,Cartão,Em Transporte
1547,48,2025-05-15,Boleto,Cancelado
1548,234,2025-04-10,Cartão,Em Transporte
1549,241,2026-04-22,Pix,Entregue
1550,441,2025-05-28,Boleto,Cancelado
1551,201,2026-01-08,Pix,Em Transporte
1552,404,2025-12-05,Cartão,Cancelado
1553,16,2026-05-15,Pix,Cancelado
1554,180,2025-04-26,Cartão,Cancelado
1555,145,2025-06-24,Cartão,Em Transporte
1556,261,2025-05-11,Pix,Cancelado
1557,167,2025-04-20,Boleto,Em Transporte
1558,406,2025-03-14,Cartão,Em Transporte
1559,206,2026-04-18,Boleto,Cancelado
1560,318,2025-09-02,Pix,Em Transporte
1561,499,2025-06-12,Cartão,Cancelado
1562,175,2025-03-09,Pix,Em Transporte
1563,402,2026-03-18,Cartão,Em Transporte
1564,279,2025-12-17,Boleto,Entregue
1565,340,2025-06-27,Boleto,Entregue
1566,59,2026-05-14,Boleto,Em Transporte
1567,167,2026-04-20,Boleto,Entregue
1568,91,2026-04-01,Cartão,Cancelado
1569,307,2025-03-13,Pix,Em Transporte
1570,168,2026-01-24,Cartão,Em Transporte
1571,47,2025-03-04,Pix,Entregue
1572,388,2025-01-01,Pix,Em Transporte
1573,232,2025-06-02,Boleto,Cancelado
1574,316,2026-02-04,Boleto,Cancelado
1575,106,2025-07-20,Boleto,Cancelado
1576,292,2025-11-03,Boleto,Cancelado
1577,368,2026-03-22,Cartão,Entregue
1578,314,2025-01-09,Boleto,Cancelado
1579,437,2025-05-11,Cartão,Entregue
1580,462,2026-01-14,Boleto,Entregue
1581,361,2025-01-01,Boleto,Cancelado
1582,441,2025-04-23,Cartão,Entregue
1583,222,2025-08-29,Boleto,Em Transporte
1584,321,2026-02-08,Cartão,Em Transporte
1585,208,2026-01-27,Cartão,Cancelado
1586,340,2025-08-05,Pix,Cancelado
1587,97,2025-05-23,Boleto,Cancelado
1588,431,2026-01-04,Cartão,Entregue
1589,447,2025-10-23,Boleto,Entregue
1590,6,2025-05-18,Pix,Em Transporte
1591,74,2025-01-17,Boleto,Cancelado
1592,500,2026-03-24,Pix,Entregue
1593,329,2025-05-21,Cartão,Cancelado
1594,320,2026-03-12,Pix,Cancelado
1595,218,2026-06-06,Boleto,Cancelado
1596,182,2026-01-29,Pix,Entregue
1597,310,2026-03-11,Pix,Em Transporte
1598,434,2026-05-26,Boleto,Entregue
1599,138,2026-05-29,Cartão,Em Transporte
1600,18,2026-01-11,Pix,Em Transporte
1601,361,2026-05-10,Cartão,Entregue
1602,493,2026-05-09,Boleto,Entregue
1603,374,2025-05-26,Boleto,Em Transporte
1604,239,2025-10-14,Boleto,Entregue
1605,456,2026-06-20,Boleto,Entregue
1606,242,2025-09-09,Boleto,Em Transporte
1607,351,2025-03-21,Boleto,Em Transporte
1608,314,2025-11-16,Pix,Cancelado
1609,241,2025-01-12,Cartão,Em Transporte
1610,294,2026-04-26,Boleto,Cancelado
1611,181,2026-03-08,Cartão,Cancelado
1612,19,2025-06-21,Boleto,Em Transporte
1613,373,2025-11-08,Boleto,Cancelado
1614,323,2025-03-04,Cartão,Em Transporte
1615,294,2025-06-23,Pix,Em Transporte
1616,415,2025-10-26,Boleto,Em Transporte
1617,147,2025-01-28,Cartão,Entregue
1618,259,2025-05-10,Pix,Cancelado
1619,68,2025-09-16,Boleto,Cancelado
1620,440,2025-10-09,Cartão,Entregue
1621,310,2025-04-25,Pix,Em Transporte
1622,338,2025-06-04,Cartão,Cancelado
1623,134,2025-06-29,Boleto,Entregue
1624,93,2026-05-12,Boleto,Entregue
1625,44,2025-12-18,Pix,Em Transporte
1626,429,2025-06-07,Cartão,Cancelado
1627,122,2026-01-28,Boleto,Cancelado
1628,108,2025-06-21,Boleto,Em Transporte
1629,28,2025-12-20,Boleto,Cancelado
1630,27,2025-04-29,Pix,Cancelado
1631,244,2026-02-13,Cartão,Cancelado
1632,195,2025-08-28,Boleto,Em Transporte
1633,243,2026-02-04,Cartão,Entregue
1634,7,2026-03-22,Cartão,Cancelado
1635,348,2026-01-27,Cartão,Em Transporte
1636,50,2025-02-12,Boleto,Em Transporte
1637,490,2025-12-29,Cartão,Em Transporte
1638,172,2025-10-07,Cartão,Cancelado
1639,131,2025-04-11,Boleto,Em Transporte
1640,237,2026-02-05,Boleto,Em Transporte
1641,376,2025-09-05,Boleto,Em Transporte
1642,267,2025-07-19,Cartão,Em Transporte
1643,161,2025-07-04,Boleto,Entregue
1644,426,2025-01-09,Pix,Entregue
1645,51,2026-02-26,Boleto,Entregue
1646,180,2026-04-02,Pix,Em Transporte
1647,129,2025-10-18,Pix,Entregue
1648,318,2025-01-25,Pix,Entregue
1649,487,2025-08-11,Boleto,Em Transporte
1650,363,2025-05-05,Pix,Entregue
1651,193,2025-05-14,Boleto,Em Transporte
1652,459,2025-07-09,Pix,Em Transporte
1653,130,2025-07-08,Cartão,Cancelado
1654,328,2025-03-19,Cartão,Cancelado
1655,355,2026-03-14,Boleto,Cancelado
1656,83,2025-09-21,Pix,Cancelado
1657,196,2025-03-05,Cartão,Cancelado
1658,133,2025-03-03,Cartão,Entregue
1659,36,2026-03-28,Cartão,Entregue
1660,92,2026-02-07,Boleto,Cancelado
1661,74,2025-04-22,Boleto,Cancelado
1662,315,2025-08-12,Boleto,Entregue
1663,367,2026-03-29,Cartão,Entregue
1664,38,2025-02-05,Pix,Em Transporte
1665,398,2025-09-14,Cartão,Entregue
1666,77,2026-05-25,Boleto,Em Transporte
1667,478,2025-01-01,Pix,Em Transporte
1668,137,2026-02-04,Pix,Em Transporte
1669,464,2025-12-04,Cartão,Em Transporte
1670,264,2025-01-04,Boleto,Cancelado
1671,224,2026-05-05,Cartão,Em Transporte
1672,277,2025-03-13,Pix,Entregue
1673,489,2026-01-29,Boleto,Cancelado
1674,291,2025-05-05,Boleto,Cancelado
1675,350,2025-12-08,Cartão,Cancelado
1676,324,2025-02-26,Boleto,Entregue
1677,274,2026-01-10,Cartão,Entregue
1678,390,2026-04-16,Cartão,Em Transporte
1679,91,2025-07-27,Boleto,Entregue
1680,339,2026-01-29,Pix,Cancelado
1681,459,2026-02-04,Pix,Em Transporte
1682,250,2026-01-03,Pix,Em Transporte
1683,377,2026-03-25,Pix,Entregue
1684,99,2025-02-06,Pix,Em Transporte
1685,251,2025-09-02,Cartão,Entregue
1686,256,2025-11-12,Boleto,Cancelado
1687,19,2025-01-17,Cartão,Entregue
1688,404,2025-12-12,Boleto,Entregue
1689,61,2026-02-20,Pix,Em Transporte
1690,235,2026-06-20,Boleto,Em Transporte
1691,380,2025-06-02,Boleto,Entregue
1692,19,2025-03-15,Boleto,Entregue
1693,335,2026-05-16,Pix,Cancelado
1694,125,2025-02-16,Boleto,Em Transporte
1695,8,2025-05-14,Pix,Em Transporte
1696,464,2025-02-21,Cartão,Entregue
1697,313,2026-04-13,Pix,Em Transporte
1698,419,2025-03-07,Pix,Entregue
1699,305,2026-05-25,Boleto,Entregue
1700,412,2025-03-06,Pix,Cancelado
1701,416,2025-12-12,Boleto,Em Transporte
1702,167,2026-02-16,Pix,Em Transporte
1703,165,2025-05-21,Pix,Entregue
1704,172,2025-06-27,Pix,Entregue
1705,73,2025-10-08,Cartão,Entregue
1706,284,2026-01-14,Pix,Cancelado
1707,474,2025-09-07,Boleto,Entregue
1708,52,2025-05-17,Boleto,Em Transporte
1709,399,2026-01-21,Pix,Entregue
1710,42,2026-05-14,Pix,Entregue
1711,475,2025-07-03,Pix,Em Transporte
1712,214,2025-10-18,Boleto,Cancelado
1713,106,2025-05-10,Pix,Em Transporte
1714,268,2025-10-05,Cartão,Cancelado
1715,481,2025-09-02,Pix,Em Transporte
1716,306,2025-02-08,Pix,Em Transporte
1717,314,2026-05-27,Pix,Em Transporte
1718,179,2025-11-05,Cartão,Entregue
1719,99,2025-08-30,Pix,Em Transporte
1720,317,2025-04-08,Cartão,Em Transporte
1721,113,2026-06-04,Cartão,Em Transporte
1722,142,2025-08-02,Pix,Entregue
1723,408,2025-04-26,Pix,Em Transporte
1724,255,2026-05-01,Pix,Entregue
1725,28,2025-02-14,Boleto,Cancelado
1726,108,2025-10-19,Cartão,Cancelado
1727,316,2025-12-09,Cartão,Entregue
1728,380,2025-04-17,Pix,Em Transporte
1729,81,2025-06-30,Pix,Cancelado
1730,60,2026-06-12,Pix,Entregue
1731,304,2026-04-01,Boleto,Cancelado
1732,102,2026-03-06,Boleto,Em Transporte
1733,118,2025-11-30,Pix,Cancelado
1734,51,2025-08-22,Pix,Em Transporte
1735,446,2026-02-27,Pix,Cancelado
1736,38,2025-08-14,Cartão,Em Transporte
1737,28,2026-05-12,Cartão,Entregue
1738,476,2025-08-10,Boleto,Cancelado
1739,199,2025-07-02,Cartão,Entregue
1740,369,2026-04-14,Pix,Em Transporte
1741,500,2026-01-03,Cartão,Entregue
1742,66,2025-12-10,Pix,Em Transporte
1743,144,2025-03-03,Pix,Entregue
1744,235,2026-04-22,Cartão,Entregue
1745,113,2025-12-18,Cartão,Em Transporte
1746,405,2025-06-10,Boleto,Em Transporte
1747,296,2025-06-24,Boleto,Entregue
1748,211,2025-03-30,Boleto,Cancelado
1749,303,2025-08-10,Cartão,Cancelado
1750,8,2025-10-13,Boleto,Cancelado
1751,127,2025-09-10,Cartão,Cancelado
1752,457,2025-08-16,Boleto,Entregue
1753,214,2025-01-06,Pix,Entregue
1754,376,2026-04-27,Boleto,Entregue
1755,272,2026-03-12,Cartão,Cancelado
1756,232,2025-04-11,Cartão,Entregue
1757,286,2025-03-27,Pix,Em Transporte
1758,487,2026-02-21,Pix,Entregue
1759,152,2026-01-03,Pix,Em Transporte
1760,9,2025-04-03,Cartão,Em Transporte
1761,83,2025-11-09,Boleto,Cancelado
1762,500,2025-01-25,Cartão,Cancelado
1763,448,2025-05-22,Boleto,Cancelado
1764,405,2025-07-09,Cartão,Em Transporte
1765,361,2026-04-21,Boleto,Entregue
1766,198,2025-03-14,Boleto,Cancelado
1767,152,2025-02-03,Cartão,Cancelado
1768,404,2025-08-01,Boleto,Entregue
1769,377,2025-12-10,Pix,Em Transporte
1770,455,2026-01-08,Pix,Entregue
1771,188,2026-01-28,Cartão,Em Transporte
1772,188,2025-02-11,Cartão,Entregue
1773,288,2025-03-10,Boleto,Entregue
1774,172,2025-05-22,Pix,Em Transporte
1775,333,2025-04-27,Cartão,Em Transporte
1776,386,2025-08-03,Boleto,Entregue
1777,181,2025-11-25,Cartão,Em Transporte
1778,142,2026-03-10,Pix,Entregue
1779,177,2026-01-17,Cartão,Cancelado
1780,270,2026-05-29,Pix,Cancelado
1781,232,2025-10-27,Boleto,Cancelado
1782,97,2025-03-09,Cartão,Entregue
1783,201,2025-03-24,Pix,Cancelado
1784,56,2025-03-20,Pix,Cancelado
1785,357,2025-04-25,Pix,Cancelado
1786,448,2025-06-04,Pix,Em Transporte
1787,151,2025-01-24,Cartão,Em Transporte
1788,243,2025-05-16,Cartão,Cancelado
1789,378,2026-03-31,Boleto,Entregue
1790,97,2025-10-26,Pix,Entregue
1791,428,2025-08-26,Boleto,Em Transporte
1792,211,2025-12-10,Boleto,Cancelado
1793,249,2025-12-01,Boleto,Em Transporte
1794,235,2026-04-01,Cartão,Em Transporte
1795,460,2025-05-16,Cartão,Entregue
1796,117,2025-09-24,Cartão,Cancelado
1797,395,2025-10-23,Pix,Entregue
1798,146,2025-12-28,Cartão,Entregue
1799,365,2025-06-14,Boleto,Cancelado
1800,499,2025-07-06,Pix,Em Transporte
1801,83,2025-06-07,Pix,Entregue
1802,163,2025-02-12,Boleto,Entregue
1803,134,2026-03-28,Cartão,Entregue
1804,288,2025-07-30,Boleto,Entregue
1805,177,2025-11-21,Pix,Cancelado
1806,277,2026-04-05,Pix,Em Transporte
1807,63,2025-11-05,Pix,Cancelado
1808,394,2026-05-27,Pix,Cancelado
1809,80,2025-11-24,Pix,Em Transporte
1810,170,2026-06-04,Boleto,Em Transporte
1811,243,2025-10-30,Cartão,Em Transporte
1812,410,2025-05-31,Boleto,Em Transporte
1813,174,2026-03-29,Boleto,Entregue
1814,461,2026-05-06,Pix,Entregue
1815,158,2025-04-30,Pix,Cancelado
1816,229,2025-08-14,Cartão,Entregue
1817,29,2025-12-01,Boleto,Em Transporte
1818,299,2025-07-19,Boleto,Entregue
1819,101,2025-10-12,Pix,Entregue
1820,347,2026-04-02,Boleto,Entregue
1821,202,2026-06-09,Pix,Cancelado
1822,309,2025-11-22,Boleto,Em Transporte
1823,466,2025-02-27,Boleto,Cancelado
1824,76,2026-02-12,Boleto,Cancelado
1825,198,2026-01-14,Cartão,Entregue
1826,177,2025-10-19,Cartão,Cancelado
1827,448,2026-04-02,Boleto,Entregue
1828,373,2025-08-09,Cartão,Em Transporte
1829,412,2026-03-02,Cartão,Cancelado
1830,413,2025-06-17,Boleto,Cancelado
1831,72,2026-03-01,Boleto,Em Transporte
1832,74,2025-03-30,Pix,Cancelado
1833,445,2026-05-02,Boleto,Cancelado
1834,478,2025-03-09,Boleto,Cancelado
1835,4,2025-04-01,Cartão,Em Transporte
1836,213,2025-10-07,Pix,Em Transporte
1837,364,2026-04-19,Boleto,Entregue
1838,96,2025-07-24,Cartão,Cancelado
1839,22,2026-05-18,Cartão,Em Transporte
1840,253,2025-11-08,Boleto,Em Transporte
1841,115,2026-04-20,Pix,Entregue
1842,135,2025-06-07,Cartão,Em Transporte
1843,64,2026-04-29,Boleto,Em Transporte
1844,214,2025-10-22,Pix,Cancelado
1845,15,2025-09-08,Pix,Cancelado
1846,497,2026-05-20,Pix,Em Transporte
1847,298,2026-01-06,Cartão,Em Transporte
1848,445,2026-03-23,Cartão,Em Transporte
1849,499,2026-05-03,Boleto,Entregue
1850,263,2026-01-18,Boleto,Em Transporte
1851,433,2025-01-18,Cartão,Entregue
1852,75,2025-03-01,Cartão,Cancelado
1853,183,2025-05-19,Pix,Entregue
1854,185,2025-10-07,Cartão,Em Transporte
1855,25,2025-12-31,Cartão,Cancelado
1856,264,2025-03-20,Pix,Em Transporte
1857,392,2025-07-07,Pix,Em Transporte
1858,279,2025-06-21,Cartão,Cancelado
1859,139,2025-11-05,Boleto,Em Transporte
1860,50,2026-01-07,Boleto,Em Transporte
1861,422,2025-12-27,Pix,Entregue
1862,266,2025-05-21,Cartão,Cancelado
1863,211,2026-05-12,Cartão,Entregue
1864,112,2025-04-15,Pix,Em Transporte
1865,426,2025-08-15,Pix,Em Transporte
1866,434,2026-06-23,Boleto,Em Transporte
1867,214,2025-04-27,Cartão,Entregue
1868,420,2025-04-30,Pix,Entregue
1869,179,2026-05-07,Cartão,Em Transporte
1870,72,2026-01-07,Cartão,Em Transporte
1871,391,2026-06-20,Cartão,Entregue
1872,15,2025-11-08,Boleto,Entregue
1873,66,2025-08-16,Boleto,Entregue
1874,158,2025-08-21,Pix,Entregue
1875,41,2025-05-14,Cartão,Em Transporte
1876,40,2025-04-25,Pix,Cancelado
1877,22,2026-03-18,Pix,Entregue
1878,407,2025-02-03,Boleto,Em Transporte
1879,241,2025-03-02,Pix,Cancelado
1880,34,2025-02-14,Cartão,Em Transporte
1881,387,2025-01-11,Pix,Entregue
1882,301,2025-07-30,Pix,Entregue
1883,15,2025-12-26,Pix,Entregue
1884,486,2025-10-12,Boleto,Cancelado
1885,83,2025-12-27,Boleto,Em Transporte
1886,259,2025-09-05,Boleto,Entregue
